id,average,a_plus,a,a_minus,b_plus,b,b_minus,c_plus,c,c_minus,total_enrolled,course_id,dfw
66999,3.435240274620137,21,507,494,261,222,88,45,36,23,1748,1.0,51
67000,,0,4,7,4,2,6,2,2,0,30,2.0,3
67001,,1,1,2,2,0,0,0,0,0,6,3.0,0
67002,3.223229890717477,0,17,23,17,24,11,7,3,2,106,4.0,2
67003,3.5291146126227075,110,599,353,185,111,67,20,31,24,1600,5.0,74
67004,,1,23,0,4,0,0,0,0,0,28,6.0,0
67005,3.64,2,13,18,14,8,0,1,0,0,57,7.0,1
67006,3.1690835226440033,16,54,54,37,28,17,6,7,13,260,8.0,28
67007,,0,1,2,1,0,0,0,1,0,5,10.0,0
67008,3.200437243070212,59,131,51,42,62,17,5,19,2,461,12.0,73
67009,3.852796790197997,142,101,28,9,14,2,1,0,0,307,13.0,10
67010,3.4775699216755793,59,166,42,31,38,2,7,15,1,390,14.0,29
67011,3.3288196086865787,28,94,37,38,52,19,7,19,5,348,15.0,49
67012,3.230898519718258,22,115,17,12,82,4,0,24,2,321,16.0,43
67013,3.0433556501967023,12,118,14,7,104,2,3,56,2,357,17.0,39
67014,3.4616533841466524,6,97,74,47,59,16,4,4,2,321,18.0,12
67015,3.6514575569649277,7,96,15,8,23,2,0,3,0,164,19.0,10
67016,3.472605021128511,1,47,31,28,18,10,7,2,2,149,20.0,3
67017,3.2967632736693098,20,96,13,8,86,0,2,13,0,253,21.0,15
67018,3.9272032715878207,88,100,14,2,3,2,0,0,1,219,22.0,9
67019,3.8980891746447304,77,72,17,7,2,1,0,0,0,180,23.0,4
67020,3.912986927805487,14,80,30,2,2,0,0,0,0,130,24.0,2
67021,3.7769750793543593,15,87,18,7,6,0,0,1,0,134,25.0,0
67022,3.91,0,28,12,0,0,0,0,0,0,40,26.0,0
67023,3.4860042668059905,1,16,25,53,0,4,0,0,0,99,27.0,0
67024,3.3983458646616542,7,63,65,55,47,13,4,7,1,266,29.0,4
67025,3.441503423423423,13,161,125,99,83,35,13,10,4,555,30.0,12
67026,3.5933979635633424,7,77,59,36,31,10,4,2,0,226,31.0,0
67027,3.565830508474576,16,110,74,37,26,12,4,5,1,295,32.0,10
67028,3.5999941154025668,9,164,133,61,32,6,8,2,2,421,33.0,4
67029,3.497315821445723,219,1343,1193,589,544,217,96,92,36,4420,36.0,91
67030,3.45258064516129,3,20,24,26,12,1,2,1,2,93,37.0,2
67031,3.2002827763496153,0,38,101,89,77,26,15,18,7,389,38.0,18
67032,3.519554390563565,128,140,171,171,83,35,4,6,6,763,39.0,19
67033,3.181388888888888,15,114,108,80,83,31,38,19,14,540,40.0,38
67034,3.494450695337126,151,590,347,185,180,90,38,38,19,1695,41.0,57
67035,3.470008640424332,38,252,189,112,86,34,19,16,7,778,42.0,25
67036,3.11,0,3,3,3,1,1,1,2,1,15,43.0,0
67037,3.3398046723236336,60,194,223,154,115,67,50,21,21,932,44.0,27
67038,3.2740787120071553,24,121,155,88,59,24,18,18,7,559,45.0,45
67039,,0,2,1,2,1,0,0,0,0,6,46.0,0
67040,3.0766489361702125,1,26,73,80,86,38,30,22,8,376,47.0,12
67041,3.345454545479339,11,43,66,55,29,9,4,4,2,242,48.0,19
67042,3.52,5,18,21,0,3,2,2,2,2,55,49.0,0
67043,3.8337593984962406,20,69,31,6,3,2,1,0,0,133,50.0,1
67044,2.94,0,3,4,4,4,5,2,1,1,27,51.0,3
67045,3.5961240310542637,3,55,32,23,7,1,2,0,2,129,52.0,4
67046,3.3954705883000003,9,27,64,26,19,9,4,3,2,170,53.0,7
67047,3.402909548322047,17,267,168,123,92,36,32,22,10,797,54.0,30
67048,3.3881718097074898,1,39,59,37,25,7,0,2,1,183,55.0,12
67049,3.431428571428572,0,8,20,6,7,2,1,1,1,50,56.0,4
67050,3.12,0,3,5,13,9,4,1,1,0,38,57.0,2
67051,,0,0,4,3,4,0,1,0,0,16,58.0,4
67052,3.3586478758169935,7,18,11,11,11,5,4,3,1,72,59.0,1
67053,,0,3,2,3,1,3,2,1,0,16,60.0,1
67054,3.3066067298484128,2,57,44,36,24,12,4,11,4,202,61.0,8
67055,,12,73,12,7,4,2,0,0,2,114,62.0,2
67056,,2,35,12,4,1,0,0,0,0,54,63.0,0
67057,3.647583732057416,3,39,22,8,13,1,0,0,0,88,65.0,2
67058,3.402930056710775,1,9,23,15,12,4,1,1,1,69,66.0,2
67059,,3,16,6,1,1,2,0,0,0,29,67.0,0
67060,3.5565079365079364,7,16,13,16,7,3,0,0,0,63,68.0,1
67061,3.5458676207513418,6,25,16,10,2,4,0,0,0,65,69.0,2
67062,,0,1,1,2,0,0,0,0,0,4,70.0,0
67063,,0,3,0,0,0,0,0,0,0,3,71.0,0
67064,,0,2,8,2,0,0,0,0,0,12,73.0,0
67065,,0,1,0,0,1,0,0,0,0,2,74.0,0
67066,,1,8,9,0,1,0,0,0,0,19,75.0,0
67067,,0,18,4,2,1,0,0,0,0,25,78.0,0
67068,,1,13,3,2,0,0,0,0,0,20,79.0,1
67069,,0,2,0,0,0,0,0,0,0,2,80.0,0
67070,,0,0,0,0,1,0,0,0,0,1,82.0,0
67071,,1,33,8,5,0,0,0,0,0,47,87.0,0
67072,3.4758823529411766,8,25,12,4,6,8,1,2,1,68,90.0,1
67073,2.7805062362193684,17,166,154,181,215,172,136,106,70,1363,91.0,146
67074,2.948400438944951,130,619,710,620,788,456,310,359,303,4577,92.0,281
67075,2.9981672266880466,223,1180,991,962,1168,656,522,508,316,7039,93.0,510
67076,3.07776350308391,426,1537,1105,900,992,632,428,487,309,7355,94.0,537
67077,3.095390085325072,222,1012,752,631,714,488,307,335,170,4922,95.0,291
67078,2.847584510415353,167,690,521,507,658,430,371,425,242,4503,96.0,492
67079,3.091012685714364,19,404,229,228,500,210,157,115,63,2008,97.0,83
67080,2.913825954542474,16,245,298,311,289,245,149,109,91,1909,98.0,156
67081,3.238119584011266,73,344,177,122,133,94,41,52,42,1154,99.0,76
67082,3.2742647058823526,6,20,9,11,10,2,5,2,4,74,100.0,5
67083,,1,1,0,0,0,0,0,0,0,2,101.0,0
67084,3.420187062937063,4,53,27,20,36,9,5,2,1,160,102.0,3
67085,3.5945110536799247,48,176,99,67,64,19,13,1,0,495,7296.0,5
67086,3.7730059523809523,36,68,45,17,12,3,0,0,0,183,103.0,1
67087,3.525857378181994,119,359,272,127,74,38,36,14,8,1121,107.0,74
67088,3.411636063067195,21,166,172,112,69,39,33,18,10,658,108.0,18
67089,3.8263590604362414,5,85,37,13,8,0,0,0,0,149,109.0,1
67090,,0,0,7,3,0,0,0,0,0,10,110.0,0
67091,,11,10,6,5,1,0,0,1,0,34,112.0,0
67092,,1,0,6,4,1,0,1,0,0,13,113.0,0
67093,,1,11,10,3,3,0,1,0,0,30,117.0,1
67094,3.7877122641497643,4,459,292,58,14,4,1,1,1,848,120.0,14
67095,3.795172413793103,3,30,8,3,3,0,0,0,0,47,121.0,0
67096,3.839920634920635,2,66,50,7,0,0,0,0,0,126,122.0,1
67097,,0,1,0,0,0,0,0,0,0,1,126.0,0
67098,,0,2,0,0,0,0,0,0,0,2,138.0,0
67099,3.46,0,39,10,8,1,1,0,0,0,59,140.0,0
67100,,2,16,3,0,0,0,0,0,0,21,141.0,0
67101,,0,16,2,1,1,0,0,0,0,20,142.0,0
67102,,1,34,3,0,0,0,0,0,0,38,144.0,0
67103,,2,55,7,2,2,0,0,0,0,68,145.0,0
67104,3.69,2,74,23,4,4,1,0,0,0,110,150.0,2
67105,,0,13,7,0,0,0,0,0,0,20,151.0,0
67106,,0,33,7,6,5,1,0,0,0,52,152.0,0
67107,,7,17,10,3,1,0,0,0,0,39,153.0,1
67108,,5,71,1,0,0,0,0,0,0,77,154.0,0
67109,3.4052437810945273,45,161,262,289,136,57,21,8,5,1005,157.0,20
67110,2.889616692830979,0,6,25,36,38,24,12,9,11,168,158.0,7
67111,3.310898203592815,0,27,22,61,40,11,5,1,0,167,159.0,0
67112,3.3641666666666663,1,24,20,12,24,6,3,4,0,96,160.0,2
67113,,0,1,4,3,1,1,0,0,0,10,161.0,0
67114,3.06,0,2,1,6,5,5,1,1,0,21,162.0,0
67115,3.5269721115537847,2,95,39,61,35,10,0,3,0,251,163.0,5
67116,3.5372229623708438,7,36,32,44,15,2,1,2,0,139,164.0,0
67117,3.968570946026227,152,308,30,4,0,0,0,0,0,495,165.0,1
67118,4.0,7,104,8,5,1,2,0,0,0,127,166.0,0
67119,3.46,0,18,24,6,8,3,0,2,0,64,168.0,3
67120,,0,1,0,1,0,0,0,0,0,2,169.0,0
67121,3.568813559322034,1,9,26,19,3,0,0,0,0,59,170.0,1
67122,,0,13,10,4,1,0,0,0,0,29,171.0,1
67123,3.6392857142857147,0,54,9,13,14,2,0,1,0,98,172.0,4
67124,3.7191418168640284,99,550,250,104,67,9,0,2,2,1096,173.0,13
67125,3.7166015706422018,6,173,45,31,13,1,0,0,0,272,174.0,3
67126,3.94,0,17,6,0,0,0,0,0,0,23,175.0,0
67127,3.8214569536423837,1,87,44,15,2,1,0,0,0,151,176.0,1
67128,3.6166697007801574,11,49,62,37,14,4,0,0,0,178,178.0,1
67129,3.747138211398374,0,52,58,6,6,1,0,0,0,123,179.0,0
67130,,0,4,2,1,0,0,0,0,0,8,180.0,1
67131,,0,0,1,0,0,0,0,0,0,1,181.0,0
67132,3.6518138737648718,4,57,58,35,10,2,1,0,0,171,183.0,4
67133,3.4231414868249392,2,98,98,112,55,41,0,9,2,417,185.0,0
67134,,1,10,2,6,1,0,0,0,0,21,186.0,1
67135,3.4853846153846155,20,53,66,84,36,15,1,0,0,277,188.0,2
67136,,30,106,2,2,0,0,0,0,0,140,189.0,0
67137,3.339058999230023,1,172,383,369,240,99,39,12,5,1339,192.0,19
67138,3.4550467289719626,0,20,38,29,14,2,0,0,1,107,193.0,3
67139,3.250642201834862,4,33,55,48,31,17,14,3,4,218,194.0,9
67140,3.470821917808219,0,19,20,9,14,6,2,3,0,73,195.0,0
67141,3.4772516025641025,7,45,54,27,16,9,3,1,0,164,196.0,2
67142,3.5307272727272725,2,23,25,12,8,4,0,0,0,78,197.0,4
67143,,0,0,1,2,1,0,0,1,0,6,198.0,1
67144,3.5292307692307694,2,27,15,11,14,7,0,1,0,78,199.0,1
67145,3.82,2,44,22,5,1,0,3,1,1,81,200.0,2
67146,3.5797289221158506,5,33,30,26,5,1,0,0,0,103,203.0,3
67147,,5,29,3,6,8,0,0,0,0,51,204.0,0
67148,,0,3,7,4,2,4,0,1,0,22,205.0,1
67149,,0,6,7,3,4,0,0,0,0,21,206.0,1
67150,3.31,0,18,12,12,4,3,0,1,0,51,207.0,1
67151,,7,25,7,2,1,1,0,0,0,43,208.0,0
67152,3.73,0,11,5,4,0,1,0,0,0,23,211.0,1
67153,3.5815722523700555,0,39,40,22,8,2,0,0,0,115,213.0,4
67154,,0,46,18,11,9,0,0,0,0,85,217.0,1
67155,3.146049324720378,8,256,195,192,184,96,67,57,32,1193,219.0,106
67156,3.73,8,1,3,2,0,0,1,0,0,17,220.0,2
67157,3.2725311203319505,3,61,44,43,32,20,17,11,4,241,221.0,6
67158,3.1606951080342123,6,107,138,179,147,71,40,20,8,758,222.0,42
67159,3.55295719844358,0,91,73,37,28,11,9,1,2,257,223.0,5
67160,3.38,0,3,6,4,1,2,0,0,1,17,224.0,0
67161,3.1703030303030304,0,8,25,35,30,22,8,2,0,132,225.0,2
67162,3.524546821319588,83,402,277,138,102,60,33,26,5,1164,226.0,38
67163,3.2280845771144286,5,104,69,52,78,21,28,25,7,402,228.0,13
67164,3.0140000000000002,2,3,10,12,11,10,2,3,2,60,229.0,5
67165,,0,0,0,1,0,0,0,0,0,1,230.0,0
67166,3.704853815123115,24,174,80,18,8,2,0,1,0,307,231.0,0
67167,3.437490421902546,15,154,132,74,52,25,8,9,4,486,232.0,13
67168,3.33048222650868,0,28,57,47,36,12,5,2,0,191,233.0,4
67169,3.586841407849858,67,570,336,202,113,29,8,10,6,1382,234.0,41
67170,,0,45,3,0,0,1,0,0,0,49,235.0,0
67171,3.7994529478458055,9,48,25,11,3,0,0,0,0,101,9442.0,5
67172,3.599676422139655,71,516,316,207,128,49,22,9,9,1364,236.0,37
67173,3.5946113557947004,24,245,189,70,55,13,9,10,3,643,237.0,25
67174,3.673192076131788,19,134,63,25,21,5,4,4,0,281,238.0,6
67175,3.640339902120144,49,179,67,49,51,10,3,1,0,431,239.0,11
67176,3.8431016042780755,69,87,13,8,2,2,1,3,0,187,240.0,2
67177,3.6911133875625945,62,364,176,95,42,29,8,3,1,800,241.0,20
67178,3.6648596598429286,14,80,48,34,11,4,0,1,0,194,242.0,2
67179,3.6200607937771276,7,176,77,31,28,5,3,4,4,346,243.0,11
67180,3.510399472303499,4,112,35,29,17,2,6,3,1,223,244.0,14
67181,3.631994535519126,19,121,117,62,21,13,3,2,1,366,245.0,7
67182,3.750157254269391,31,138,62,35,18,3,0,1,0,295,246.0,7
67183,3.7194451019097574,60,87,133,46,16,4,2,0,0,355,247.0,7
67184,3.8970868344285714,13,41,49,7,7,1,0,0,0,119,248.0,1
67185,3.6524590163934425,5,38,32,12,4,6,0,0,0,98,249.0,1
67186,3.520478571428571,7,40,14,4,17,3,2,1,0,100,250.0,1
67187,3.7362342135476463,26,43,13,12,1,4,1,0,0,100,251.0,0
67188,3.7971874999999997,12,52,19,6,2,1,0,2,0,97,253.0,3
67189,,3,9,15,3,3,0,0,0,0,33,254.0,0
67190,3.54,1,15,14,5,4,0,0,0,0,41,256.0,2
67191,,18,12,2,4,0,1,0,0,0,38,258.0,1
67192,3.88,3,46,8,7,4,3,1,0,0,74,259.0,2
67193,,1,30,6,4,4,2,0,0,0,47,260.0,0
67194,3.94,8,40,13,4,1,1,0,1,0,68,261.0,0
67195,3.93,28,247,42,10,5,1,1,1,0,340,264.0,5
67196,3.0591863517125994,0,84,129,166,134,90,53,40,34,762,265.0,32
67197,3.1122733502303026,0,83,124,107,122,73,44,30,24,621,266.0,14
67198,3.917391304347826,0,31,3,2,6,3,0,0,0,46,267.0,1
67199,3.6034591195094334,0,62,44,38,9,2,2,0,0,159,268.0,2
67200,3.1600842220875154,614,1811,1681,1635,1691,965,593,492,249,10320,269.0,588
67201,3.2084295122300874,172,987,855,549,611,354,273,190,85,4371,270.0,295
67202,3.2654844654294797,32,73,65,43,39,20,14,11,7,331,271.0,27
67203,,1,1,1,0,0,0,0,0,0,3,272.0,0
67204,3.27463898831434,9,36,32,34,28,10,3,2,2,165,273.0,9
67205,3.0628571428461537,12,38,76,72,52,35,19,14,12,364,274.0,34
67206,,1,1,0,1,0,0,0,1,0,4,275.0,0
67207,,21,131,27,9,8,0,0,0,0,198,276.0,2
67208,,22,109,22,13,9,4,0,1,0,183,277.0,3
67209,3.914285714,12,33,13,11,5,3,0,0,0,77,278.0,0
67210,3.6364271131073913,10,28,11,13,14,1,0,2,0,79,279.0,0
67211,3.606947060054405,14,27,12,13,10,3,2,0,0,81,280.0,0
67212,3.9306145829005747,33,195,18,3,4,1,0,0,0,267,285.0,1
67213,,0,1,2,0,0,0,0,0,0,3,293.0,0
67214,3.4460550458715598,4,22,27,27,18,7,1,2,0,109,294.0,1
67215,3.399538461538461,7,16,4,6,26,3,0,1,0,65,295.0,2
67216,3.4821518987341777,1,33,4,12,23,2,0,1,0,79,296.0,3
67217,4.0,0,20,0,0,0,0,0,0,0,21,306.0,1
67218,,2,3,8,1,1,0,0,0,0,15,309.0,0
67219,3.170240837696335,0,198,170,137,172,105,52,56,26,955,322.0,39
67220,3.1404820523437724,48,344,242,217,357,97,88,174,27,1643,6536.0,49
67221,2.8893335029254645,146,271,557,531,559,704,393,287,217,3931,323.0,266
67222,3.181416430594901,95,404,786,635,611,504,212,129,80,3530,324.0,74
67223,3.1535384615384614,77,152,129,92,98,63,43,49,24,780,325.0,53
67224,3.5941772151898737,33,83,42,27,32,11,5,3,0,237,326.0,1
67225,2.9157052469531775,200,1058,576,779,1084,490,391,515,297,6008,327.0,618
67226,2.9682212581344904,2,69,64,54,94,54,36,40,20,461,328.0,28
67227,3.047671009771987,47,124,196,209,222,138,63,53,42,1228,329.0,134
67228,2.8792638036809812,5,23,15,15,37,10,8,23,7,163,330.0,20
67229,3.85,12,42,12,0,1,0,0,3,0,70,331.0,0
67230,3.34551724137931,12,69,45,49,79,11,9,11,2,290,332.0,3
67231,3.310825565902796,8,158,179,148,119,60,24,23,16,751,333.0,16
67232,3.3866112793786693,18,155,120,69,117,32,11,20,10,565,6539.0,12
67233,,0,10,4,2,5,0,0,0,0,21,334.0,0
67234,3.304090909090909,10,48,32,28,31,11,7,11,1,186,335.0,7
67235,3.9034083601286174,128,373,81,30,8,0,0,0,0,622,336.0,2
67236,3.5167826412270857,15,29,20,9,15,2,3,2,0,97,337.0,2
67237,2.95753164556962,1,29,17,22,40,13,8,12,4,158,338.0,12
67238,3.0322812500218754,8,38,56,44,57,39,22,27,16,320,339.0,13
67239,3.619539641920716,18,117,126,81,34,7,3,2,1,391,340.0,2
67240,3.8846341465609755,29,32,16,3,0,0,0,0,1,82,341.0,1
67241,3.352727272727273,0,8,25,13,9,5,1,0,0,66,342.0,5
67242,3.5124312719948714,47,152,84,48,31,11,5,4,1,409,343.0,13
67243,4.0,0,119,0,1,0,0,0,0,0,122,344.0,2
67244,3.8445217873369284,17,576,62,34,35,3,2,0,0,741,345.0,12
67245,3.9074689618041827,21,467,65,24,19,2,0,1,0,604,346.0,5
67246,3.8955485374134384,14,253,30,7,12,4,0,1,0,323,347.0,2
67247,3.9427896135265703,9,130,10,1,1,1,1,0,0,153,348.0,0
67248,,4,42,3,0,0,0,0,0,0,49,349.0,0
67249,3.039104204753199,8,86,67,85,145,53,18,39,2,555,353.0,52
67250,3.743269671488159,20,61,9,13,13,2,0,0,0,119,354.0,1
67251,,0,2,5,4,0,0,0,0,0,11,356.0,0
67252,,2,5,5,0,1,0,0,0,0,13,357.0,0
67253,,0,83,0,0,0,0,0,0,0,83,361.0,0
67254,3.9896296296296296,0,26,1,0,0,0,0,0,0,27,362.0,0
67255,3.9815789473684213,1,35,2,0,0,0,0,0,0,38,363.0,0
67256,,0,10,0,0,0,0,0,0,0,10,364.0,0
67257,3.971125060357316,12,84,5,4,4,0,0,0,0,109,367.0,0
67258,,0,11,0,0,0,0,0,0,0,13,371.0,2
67259,,0,10,0,0,1,0,0,0,0,13,373.0,2
67260,,0,0,0,0,0,0,0,0,0,2,376.0,2
67261,3.7438049560575553,173,478,386,132,50,15,1,3,1,1251,377.0,12
67262,3.36273381294964,2,23,41,25,28,6,10,1,0,139,378.0,3
67263,3.473033605800182,36,273,294,219,184,52,20,10,7,1101,379.0,6
67264,3.4030901287587976,79,281,267,187,174,76,36,33,12,1165,380.0,20
67265,3.8436252189019267,87,714,232,62,27,14,1,1,0,1142,381.0,4
67266,3.562387096832258,16,105,80,43,39,10,6,6,1,310,382.0,3
67267,3.5758126721584023,20,216,243,120,80,33,7,3,3,726,383.0,1
67268,3.7694392579006735,190,438,206,100,51,20,3,2,1,1018,384.0,7
67269,3.6244394618677127,64,132,115,63,47,9,8,3,0,446,385.0,5
67270,3.4709756097716187,25,124,121,57,67,30,12,6,2,451,386.0,7
67271,,2,25,0,0,0,0,0,0,0,27,387.0,0
67272,,54,408,44,9,2,1,0,0,0,520,388.0,2
67273,3.54,1,4,5,2,3,0,1,0,0,18,389.0,2
67274,3.1062790697674423,2,17,19,18,31,18,11,9,1,129,390.0,3
67275,3.854545455,4,28,8,4,11,1,0,0,0,56,391.0,0
67276,,0,1,0,0,0,0,0,0,0,2,392.0,1
67277,3.988961038954545,29,68,26,18,10,0,0,1,0,154,393.0,2
67278,,0,9,0,0,0,0,0,0,0,10,394.0,1
67279,,5,6,3,4,3,0,0,0,0,22,395.0,1
67280,3.7815789473684207,3,24,5,6,0,0,0,0,0,38,396.0,0
67281,,0,6,0,0,0,0,0,0,0,6,397.0,0
67282,,1,1,0,0,0,0,0,0,0,2,399.0,0
67283,,0,0,0,0,0,0,0,0,0,4,401.0,4
67284,,0,3,0,0,3,0,0,0,1,7,403.0,0
67285,,4,5,2,1,1,0,0,0,0,13,404.0,0
67286,,0,5,1,3,0,0,0,0,0,10,405.0,1
67287,3.2523398692810455,0,33,21,9,6,0,2,0,1,85,406.0,13
67288,3.9346511627906975,0,45,7,0,1,0,0,0,0,55,407.0,2
67289,3.628072916666667,4,61,64,35,20,5,0,0,0,192,408.0,3
67290,3.250054293204538,0,236,92,93,230,26,19,45,7,778,409.0,30
67291,3.3126921442709767,82,142,66,66,84,37,22,27,15,571,410.0,30
67292,2.99,0,2,4,4,2,7,3,2,0,24,411.0,0
67293,3.143999999976,26,103,55,74,107,46,24,31,8,500,412.0,26
67294,2.9816020671834624,5,34,59,61,78,68,29,25,15,387,413.0,13
67295,3.8047439724824894,33,240,64,31,21,4,1,1,0,399,414.0,4
67296,3.4817241379310344,2,16,7,7,2,2,1,0,1,39,415.0,1
67297,3.494565217391304,1,19,37,15,13,5,1,0,1,92,416.0,0
67298,3.7929752066115703,73,109,23,11,16,1,2,6,0,242,417.0,1
67299,,0,2,1,0,2,0,3,2,0,10,418.0,0
67300,3.4625490196078426,6,16,39,19,10,8,1,2,0,102,419.0,1
67301,3.6983436587925285,24,174,40,40,23,8,4,0,0,317,420.0,4
67302,3.7271384615076917,42,300,164,83,49,7,2,1,0,650,421.0,2
67303,,0,2,2,0,2,0,0,0,0,6,423.0,0
67304,,0,4,5,0,2,0,0,0,0,11,424.0,0
67305,,0,8,5,3,1,0,0,0,0,17,425.0,0
67306,,1,0,0,1,0,1,1,0,0,4,426.0,0
67307,3.52,1,11,14,9,1,2,0,0,0,39,427.0,1
67308,3.97,3,17,1,0,1,0,0,0,0,22,428.0,0
67309,,0,1,0,2,2,0,0,0,0,5,434.0,0
67310,,3,11,0,1,1,0,0,0,0,16,436.0,0
67311,,0,0,0,1,0,0,0,0,0,1,445.0,0
67312,2.955615243326643,11,115,100,102,99,78,54,54,32,693,449.0,48
67313,3.5254748603240222,12,54,47,27,23,7,2,2,2,179,450.0,3
67314,2.8761349693251534,0,11,15,38,36,21,12,14,6,163,451.0,10
67315,2.66670731707317,1,19,17,20,27,16,13,17,10,164,452.0,24
67316,3.457943262411348,9,31,46,23,12,4,5,7,3,141,453.0,1
67317,3.6685047191351146,17,161,49,31,36,5,1,6,0,308,454.0,2
67318,3.341250419806887,8,76,122,152,127,43,24,3,0,556,455.0,1
67319,3.924712041884817,8,406,36,6,7,0,1,1,0,467,456.0,2
67320,3.951475409836066,0,68,16,1,1,0,0,0,1,88,458.0,1
67321,3.38317808499744,8,36,18,31,44,12,2,3,1,155,460.0,0
67322,2.727546324577478,174,493,470,513,773,492,437,669,290,4911,468.0,600
67323,3.187102206736353,58,571,935,538,472,233,148,213,50,3444,469.0,226
67324,2.8441709577754897,95,379,262,352,520,308,257,375,161,2913,470.0,204
67325,3.18767061708214,52,407,648,356,372,173,121,167,36,2447,471.0,115
67326,3.07112,0,30,13,14,23,13,3,21,4,125,472.0,4
67327,2.7887580156008482,100,563,361,399,828,390,257,456,207,4187,473.0,626
67328,3.001972406824053,96,352,321,409,505,241,106,371,134,2657,474.0,122
67329,3.2591525423728815,9,27,15,14,27,7,8,3,2,118,475.0,6
67330,3.3094029850746267,3,16,4,13,24,2,1,3,0,67,476.0,1
67331,2.9056903765690376,28,82,95,105,113,74,58,59,45,717,477.0,58
67332,2.61659375,10,38,16,27,62,15,23,72,11,320,478.0,46
67333,2.9132780847145487,28,59,64,85,71,78,41,54,27,543,479.0,36
67334,3.2222085734996875,89,519,146,208,376,87,61,168,27,1796,484.0,114
67335,3.254001338165639,17,184,157,82,184,54,21,42,11,793,485.0,41
67336,3.4015979381752577,3,46,43,35,46,10,0,6,0,194,488.0,3
67337,3.398989898989899,12,26,14,16,17,7,1,1,0,99,489.0,5
67338,,0,3,3,1,3,2,0,0,0,12,490.0,0
67339,3.8366666666666664,7,86,13,10,8,1,0,0,0,126,493.0,1
67340,,0,1,1,1,0,1,0,0,0,4,494.0,0
67341,,0,0,2,2,0,0,0,0,0,4,495.0,0
67342,3.23,0,3,6,2,1,1,0,1,0,15,496.0,1
67343,,0,0,0,0,0,0,0,0,0,3,524.0,3
67344,3.765001139756218,117,587,230,93,40,23,16,8,8,1197,525.0,47
67345,3.8809661835748797,18,131,26,9,3,0,0,1,0,207,526.0,3
67346,3.7680199143687947,57,464,207,72,33,23,3,4,1,877,527.0,13
67347,3.6881531263910428,23,151,88,34,20,8,8,3,0,340,528.0,5
67348,3.884305555555555,2,60,16,5,1,1,0,0,0,85,530.0,0
67349,3.5747501104215473,13,59,44,17,13,4,2,1,0,159,531.0,6
67350,3.815510280882659,20,93,45,6,5,4,0,0,0,175,532.0,2
67351,3.7026389382509137,14,65,26,15,5,6,1,3,0,136,534.0,1
67352,3.821818181818182,1,34,9,5,1,2,0,0,0,52,535.0,0
67353,3.2458376438203262,2,223,193,119,103,83,30,34,27,860,538.0,46
67354,3.333404255319149,1,15,11,3,7,5,2,0,0,47,539.0,3
67355,3.888457324095525,577,6754,1438,381,144,35,11,16,5,9443,543.0,66
67356,3.3744793647243028,13,1700,2859,1825,1195,572,346,190,92,8941,544.0,149
67357,3.035152381062989,591,2008,1474,1387,1710,1076,977,1313,509,11583,546.0,538
67358,3.238661954621227,482,1471,1222,1039,1125,597,480,503,151,7369,547.0,298
67359,3.5480452494183408,16,764,641,244,203,121,39,28,25,2108,548.0,27
67360,3.482663582672337,19,1377,2247,2712,1115,126,23,19,4,7669,549.0,27
67361,3.4953617928746836,48,2061,2918,2804,1556,277,34,22,9,9773,550.0,44
67362,3.432470451295622,31,1375,2036,2057,1046,357,113,52,26,7160,551.0,65
67363,3.3311335642321045,57,797,599,666,847,290,66,98,27,3491,552.0,44
67364,3.448416221631175,63,2960,4287,1697,1397,741,305,246,105,11984,553.0,183
67365,3.6507738452411527,14,1172,1420,322,241,89,26,19,9,3334,554.0,22
67366,3.829782608695652,2,79,49,4,1,1,0,0,0,138,555.0,2
67367,3.411886211929704,133,605,887,727,458,206,68,45,29,3196,556.0,38
67368,3.445988811662994,1,72,129,76,59,18,3,0,2,365,557.0,5
67369,3.575120931940033,4,284,306,176,94,19,4,11,1,908,558.0,9
67370,3.5228076533777384,2,79,86,38,28,4,0,4,2,249,559.0,6
67371,3.5443491124260356,17,101,88,65,45,14,4,1,1,338,560.0,2
67372,3.317894736842105,2,12,1,5,10,3,3,1,0,38,561.0,1
67373,3.42072972972973,12,68,94,106,52,15,3,8,7,370,563.0,5
67374,3.7254559903436597,21,599,546,152,80,17,6,2,0,1423,564.0,0
67375,3.9292156862745093,0,126,24,3,0,0,0,0,0,153,565.0,0
67376,3.59,0,10,21,10,4,0,0,0,0,45,566.0,0
67377,2.99,2,3,0,1,5,0,2,3,0,17,567.0,1
67378,3.7415827338129493,10,67,34,19,4,3,0,1,1,139,568.0,0
67379,3.8248387096774192,5,111,81,20,0,0,0,0,0,217,569.0,0
67380,3.836190476190476,2,51,18,10,1,0,0,0,0,84,570.0,2
67381,3.870181580721267,5,229,111,17,2,1,0,1,0,368,571.0,2
67382,3.8433734939759034,1,56,32,8,2,0,0,0,0,101,572.0,2
67383,3.88981308411215,0,72,34,1,0,0,0,0,0,107,573.0,0
67384,3.8556,0,17,5,3,0,0,0,0,0,25,574.0,0
67385,3.7617927461046636,53,491,252,89,55,13,6,4,0,965,575.0,2
67386,,4,54,14,0,0,0,0,0,0,72,576.0,0
67387,3.313921144459428,26,554,595,703,533,216,111,73,28,2867,577.0,26
67388,3.3082777777777777,11,67,74,77,68,26,18,10,7,360,578.0,2
67389,3.3294152046783623,10,82,49,66,96,32,2,9,5,352,579.0,1
